"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"12883",19772,"Morera","11/08/2011 09:37","Alto (> 8 mts)",160,"Grande",-68.83478,-32.86912,4,"Cuarta Oeste",1173333,0
"12885",19774,"Morera","11/08/2011 09:35","Alto (> 8 mts)",160,"Grande",-68.83464,-32.86914,4,"Cuarta Oeste",1173333,1
"12886",19777,"Morera","11/08/2011 08:51","Alto (> 8 mts)",180,"Grande",-68.83419,-32.8692,4,"Cuarta Oeste",1173333,1
"12887",19781,"Fresno americano","10/08/2011 12:08","Alto (> 8 mts)",220,"Grande",-68.8339,-32.86929,4,"Cuarta Oeste",1173333,0
"12889",19783,"Fresno americano","10/08/2011 12:05","Alto (> 8 mts)",220,"Grande",-68.83392,-32.86936,4,"Cuarta Oeste",1173333,0
"12892",19787,"Fresno americano","10/08/2011 11:51","Alto (> 8 mts)",140,"Grande",-68.83403,-32.86978,4,"Cuarta Oeste",1173333,0
"12893",19788,"Olmo comun","10/08/2011 11:47","Alto (> 8 mts)",200,"Grande",-68.83423,-32.86987,4,"Cuarta Oeste",1173333,0
"12894",19790,"Olmo comun","10/08/2011 11:45","Alto (> 8 mts)",140,"Grande",-68.83432,-32.86986,4,"Cuarta Oeste",1173333,0
"12895",19792,"Fresno americano","10/08/2011 11:35","Bajo (2 - 4 mts)",34,"Mediano",-68.83444,-32.86983,4,"Cuarta Oeste",1173333,0
"12896",19793,"Olmo comun","10/08/2011 11:34","Medio (4 - 8 mts)",180,"Grande",-68.83457,-32.86981,4,"Cuarta Oeste",1173333,0
"12897",19797,"Prunas","08/08/2011 10:50","Bajo (2 - 4 mts)",22,"Mediano",-68.83527,-32.86455,4,"Cuarta Oeste",1173333,0
"12898",19798,"Morera","08/08/2011 10:44","Alto (> 8 mts)",165,"Grande",-68.83524,-32.86446,4,"Cuarta Oeste",1173333,0
"12899",19799,"Morera","08/08/2011 10:42","Alto (> 8 mts)",168,"Grande",-68.83522,-32.86437,4,"Cuarta Oeste",1173333,0
"12901",19803,"Fresno europeo","08/08/2011 10:33","Medio (4 - 8 mts)",118,"Grande",-68.83514,-32.86405,4,"Cuarta Oeste",1173333,0
"12902",19805,"Morera","04/08/2011 11:30","Alto (> 8 mts)",195,"Grande",-68.83511,-32.8639,4,"Cuarta Oeste",1173333,1
"12905",19808,"Morera","04/08/2011 11:23","Alto (> 8 mts)",138,"Grande",-68.83502,-32.86376,4,"Cuarta Oeste",1173333,0
"12906",19809,"Morera","04/08/2011 11:19","Alto (> 8 mts)",195,"Grande",-68.8349,-32.86375,4,"Cuarta Oeste",1173333,1
"12907",19810,"Morera","04/08/2011 11:15","Alto (> 8 mts)",180,"Grande",-68.83475,-32.86374,4,"Cuarta Oeste",1173333,0
"12908",19811,"Morera","04/08/2011 11:14","Alto (> 8 mts)",190,"Grande",-68.83467,-32.86373,4,"Cuarta Oeste",1173333,0
"12909",19812,"Morera","04/08/2011 11:11","Alto (> 8 mts)",116,"Grande",-68.83457,-32.86373,4,"Cuarta Oeste",1173333,0
"12911",19814,"Morera","04/08/2011 11:05","Alto (> 8 mts)",138,"Grande",-68.83432,-32.86372,4,"Cuarta Oeste",1173333,0
"12912",19815,"Morera","04/08/2011 10:59","Alto (> 8 mts)",120,"Grande",-68.83425,-32.86372,4,"Cuarta Oeste",1173333,1
"12915",19818,"Morera","04/08/2011 10:49","Alto (> 8 mts)",150,"Grande",-68.83391,-32.86376,4,"Cuarta Oeste",1173333,0
"12917",19824,"Morera","04/08/2011 10:38","Medio (4 - 8 mts)",35,"Mediano",-68.834,-32.86421,4,"Cuarta Oeste",1173333,0
"12918",19826,"Morera","04/08/2011 10:35","Alto (> 8 mts)",190,"Grande",-68.83405,-32.86437,4,"Cuarta Oeste",1173333,0
"12920",19830,"Morera","04/08/2011 10:19","Alto (> 8 mts)",180,"Grande",-68.83423,-32.86467,4,"Cuarta Oeste",1173333,0
"12921",19831,"Caducifolio","04/08/2011 10:13","Muy bajo (1 - 2 mts)",4,"Chico",-68.83434,-32.86467,4,"Cuarta Oeste",1173333,0
"12922",19832,"Morera","04/08/2011 10:12","Alto (> 8 mts)",200,"Grande",-68.83444,-32.86467,4,"Cuarta Oeste",1173333,0
"12923",19833,"Fresno europeo","04/08/2011 10:10","Alto (> 8 mts)",175,"Grande",-68.8346,-32.86469,4,"Cuarta Oeste",1173333,0
"12926",19836,"Fresno europeo","04/08/2011 10:04","Medio (4 - 8 mts)",103,"Grande",-68.83491,-32.8647,4,"Cuarta Oeste",1173333,0
"12927",19838,"Fresno europeo","04/08/2011 09:59","Medio (4 - 8 mts)",40,"Mediano",-68.83518,-32.86471,4,"Cuarta Oeste",1173333,0
"12928",19839,"Jacarand","04/08/2011 09:56","Muy bajo (1 - 2 mts)",6,"Chico",-68.83525,-32.86472,4,"Cuarta Oeste",1173333,1
"12929",19840,"Jacarand","30/06/2011 11:18","Alto (> 8 mts)",69,"Grande",-68.83491,-32.86362,4,"Cuarta Oeste",1173333,0
"12930",19842,"Morera","21/07/2011 10:10","Alto (> 8 mts)",162,"Grande",-68.83468,-32.86361,4,"Cuarta Oeste",1173333,0
"12931",19843,"Fresno europeo","30/06/2011 10:10","Medio (4 - 8 mts)",50,"Mediano",-68.83462,-32.86361,4,"Cuarta Oeste",1173333,0
"12932",19844,"Pltano","30/06/2011 10:07","Alto (> 8 mts)",175,"Grande",-68.83448,-32.8636,4,"Cuarta Oeste",1173333,0
"12933",19845,"Pltano","30/06/2011 10:05","Alto (> 8 mts)",210,"Grande",-68.83444,-32.8636,4,"Cuarta Oeste",1173333,0
"12934",19846,"Pltano","30/06/2011 10:04","Alto (> 8 mts)",170,"Grande",-68.83439,-32.8636,4,"Cuarta Oeste",1173333,0
"12935",19847,"Pltano","30/06/2011 10:02","Alto (> 8 mts)",150,"Grande",-68.83431,-32.8636,4,"Cuarta Oeste",1173333,0
"12936",19848,"Pltano","30/06/2011 10:01","Alto (> 8 mts)",199,"Grande",-68.83422,-32.86359,4,"Cuarta Oeste",1173333,0
"12938",19852,"Morera","30/06/2011 09:39","Alto (> 8 mts)",165,"Grande",-68.83383,-32.86343,4,"Cuarta Oeste",1173333,1
"12939",19854,"Morera","30/06/2011 09:36","Alto (> 8 mts)",157,"Grande",-68.83379,-32.86328,4,"Cuarta Oeste",1173333,1
"12940",19855,"Morera","30/06/2011 09:34","Alto (> 8 mts)",158,"Grande",-68.83377,-32.86318,4,"Cuarta Oeste",1173333,0
"12941",19857,"Morera","30/06/2011 09:18","Alto (> 8 mts)",155,"Grande",-68.83373,-32.86302,4,"Cuarta Oeste",1173333,0
"12944",19862,"Paraiso sombrilla","30/06/2011 09:08","Medio (4 - 8 mts)",65,"Grande",-68.83365,-32.86256,4,"Cuarta Oeste",1173333,0
"12945",19864,"Morera","29/06/2011 14:15","Muy bajo (1 - 2 mts)",2,"Chico",-68.83365,-32.86236,4,"Cuarta Oeste",1173333,0
"12946",19866,"Paraiso","29/06/2011 14:13","Alto (> 8 mts)",160,"Grande",-68.83378,-32.86236,4,"Cuarta Oeste",1173333,0
"12947",19867,"Morera","29/06/2011 14:02","Alto (> 8 mts)",166,"Grande",-68.83386,-32.86237,4,"Cuarta Oeste",1173333,0
"12948",19868,"Morera","29/06/2011 14:06","Alto (> 8 mts)",176,"Grande",-68.83394,-32.86236,4,"Cuarta Oeste",1173333,0
"12949",19869,"Morera","29/06/2011 13:50","Alto (> 8 mts)",146,"Grande",-68.83402,-32.86237,4,"Cuarta Oeste",1173333,0
"12951",19871,"Paraiso","29/06/2011 13:42","Alto (> 8 mts)",150,"Grande",-68.83428,-32.86294,4,"Cuarta Oeste",1173333,0
"12952",19872,"Morera","29/06/2011 10:59","Alto (> 8 mts)",174,"Grande",-68.83432,-32.8624,4,"Cuarta Oeste",1173333,0
"12954",19874,"Morera","29/06/2011 10:55","Alto (> 8 mts)",90,"Grande",-68.8345,-32.86241,4,"Cuarta Oeste",1173333,1
"12955",19875,"Morera","29/06/2011 10:51","Alto (> 8 mts)",170,"Grande",-68.83458,-32.86242,4,"Cuarta Oeste",1173333,1
"12957",19877,"Fresno europeo","29/06/2011 10:44","Alto (> 8 mts)",186,"Grande",-68.83479,-32.86247,4,"Cuarta Oeste",1173333,0
"12958",19878,"Fresno europeo","29/06/2011 10:42","Alto (> 8 mts)",120,"Grande",-68.8348,-32.86251,4,"Cuarta Oeste",1173333,0
"12959",19879,"Paraiso","29/06/2011 10:37","Alto (> 8 mts)",94,"Grande",-68.83481,-32.86256,4,"Cuarta Oeste",1173333,0
"12961",19882,"Morera","29/06/2011 10:10","Alto (> 8 mts)",158,"Grande",-68.83486,-32.86276,4,"Cuarta Oeste",1173333,0
"12962",19883,"Paraiso sombrilla","29/06/2011 10:07","Alto (> 8 mts)",120,"Grande",-68.83487,-32.86281,4,"Cuarta Oeste",1173333,0
"12963",19888,"Morera","29/06/2011 09:56","Medio (4 - 8 mts)",80,"Grande",-68.83494,-32.86311,4,"Cuarta Oeste",1173333,0
"12964",19890,"Jacarand","29/06/2011 09:52","Medio (4 - 8 mts)",52,"Mediano",-68.83498,-32.86326,4,"Cuarta Oeste",1173333,0
"12965",19894,"Tilo","29/06/2011 09:27","Medio (4 - 8 mts)",48,"Mediano",-68.83504,-32.86356,4,"Cuarta Oeste",1173333,0
"12966",19895,"Perenne","29/06/2011 09:26","Bajo (2 - 4 mts)",26,"Mediano",-68.83497,-32.86362,4,"Cuarta Oeste",1173333,0
"12967",19897,"Morera","29/06/2011 09:21","Alto (> 8 mts)",160,"Grande",-68.83285,-32.8623,4,"Cuarta Oeste",1173333,0
"12968",19898,"Paraiso","29/06/2011 09:20","Alto (> 8 mts)",205,"Grande",-68.83291,-32.8623,4,"Cuarta Oeste",1173333,0
"12969",19899,"Paraiso","29/06/2011 09:18","Alto (> 8 mts)",146,"Grande",-68.833,-32.86231,4,"Cuarta Oeste",1173333,0
"12970",19900,"Paraiso","28/06/2011 14:15","Alto (> 8 mts)",135,"Grande",-68.83306,-32.86231,4,"Cuarta Oeste",1173333,0
"12971",19902,"Morera","28/06/2011 14:12","Alto (> 8 mts)",180,"Grande",-68.83333,-32.86234,4,"Cuarta Oeste",1173333,0
"12972",19903,"Morera","28/06/2011 14:10","Alto (> 8 mts)",198,"Grande",-68.83339,-32.86234,4,"Cuarta Oeste",1173333,0
"12973",19906,"Morera","28/06/2011 14:06","Alto (> 8 mts)",177,"Grande",-68.83347,-32.8625,4,"Cuarta Oeste",1173333,0
"12974",19907,"Morera","28/06/2011 14:05","Alto (> 8 mts)",181,"Grande",-68.8335,-32.8626,4,"Cuarta Oeste",1173333,0
"12975",19908,"Acacia SP","28/06/2011 14:02","Alto (> 8 mts)",165,"Grande",-68.83352,-32.86267,4,"Cuarta Oeste",1173333,1
"12976",19909,"Morera","28/06/2011 14:01","Alto (> 8 mts)",146,"Grande",-68.83354,-32.86276,4,"Cuarta Oeste",1173333,1
"12977",19911,"Morera","28/06/2011 13:58","Medio (4 - 8 mts)",85,"Grande",-68.83358,-32.86293,4,"Cuarta Oeste",1173333,0
"12978",19912,"Morera","28/06/2011 13:56","Medio (4 - 8 mts)",102,"Grande",-68.8336,-32.86301,4,"Cuarta Oeste",1173333,0
"12979",19913,"Morera","28/06/2011 13:55","Alto (> 8 mts)",105,"Grande",-68.83361,-32.86309,4,"Cuarta Oeste",1173333,0
"12981",19916,"Morera","28/06/2011 13:41","Alto (> 8 mts)",182,"Grande",-68.83366,-32.86333,4,"Cuarta Oeste",1173333,0
"12982",19918,"Morera","28/06/2011 13:29","Alto (> 8 mts)",125,"Grande",-68.8337,-32.86349,4,"Cuarta Oeste",1173333,1
"12983",19920,"Morera","28/06/2011 13:14","Alto (> 8 mts)",167,"Grande",-68.83367,-32.86356,4,"Cuarta Oeste",1173333,0
"12984",19921,"Fresno europeo","28/06/2011 13:09","Medio (4 - 8 mts)",48,"Mediano",-68.83358,-32.86356,4,"Cuarta Oeste",1173333,0
"12985",19923,"Morera","28/06/2011 10:46","Alto (> 8 mts)",190,"Grande",-68.83331,-32.86355,4,"Cuarta Oeste",1173333,0
"12986",19925,"Morera","28/06/2011 10:36","Alto (> 8 mts)",180,"Grande",-68.83312,-32.86353,4,"Cuarta Oeste",1173333,1
"12987",19927,"Morera","28/06/2011 10:19","Medio (4 - 8 mts)",55,"Mediano",-68.8328,-32.86352,4,"Cuarta Oeste",1173333,0
"12989",19929,"Fresno europeo","28/06/2011 09:53","Alto (> 8 mts)",115,"Grande",-68.83259,-32.8634,4,"Cuarta Oeste",1173333,0
"12990",19931,"Morera","28/06/2011 09:33","Alto (> 8 mts)",180,"Grande",-68.83268,-32.86257,4,"Cuarta Oeste",1173333,0
"12991",19932,"Fresno europeo","28/06/2011 09:30","Alto (> 8 mts)",120,"Grande",-68.83268,-32.86253,4,"Cuarta Oeste",1173333,0
"12992",19934,"Fresno europeo","28/06/2011 09:26","Alto (> 8 mts)",152,"Grande",-68.83269,-32.86241,4,"Cuarta Oeste",1173333,0
"12993",19936,"Morera","08/08/2011 09:37","Alto (> 8 mts)",158,"Grande",-68.83264,-32.86364,4,"Cuarta Oeste",1173333,1
"12994",19938,"Morera","08/08/2011 09:33","Medio (4 - 8 mts)",82,"Grande",-68.83282,-32.86365,4,"Cuarta Oeste",1173333,1
"12995",19939,"Paraiso","08/08/2011 09:32","Medio (4 - 8 mts)",47,"Mediano",-68.83287,-32.86365,4,"Cuarta Oeste",1173333,0
"12996",19940,"Morera","08/08/2011 09:30","Alto (> 8 mts)",185,"Grande",-68.83298,-32.86365,4,"Cuarta Oeste",1173333,1
"12997",19942,"Morera","08/08/2011 09:24","Alto (> 8 mts)",190,"Grande",-68.8331,-32.86366,4,"Cuarta Oeste",1173333,0
"12998",19943,"Fresno europeo","08/08/2011 09:22","Alto (> 8 mts)",160,"Grande",-68.83325,-32.86367,4,"Cuarta Oeste",1173333,0
"12999",19944,"Morera","08/08/2011 09:20","Alto (> 8 mts)",150,"Grande",-68.83332,-32.86368,4,"Cuarta Oeste",1173333,0
"13001",19946,"Morera","08/08/2011 09:17","Alto (> 8 mts)",165,"Grande",-68.83351,-32.86369,4,"Cuarta Oeste",1173333,0
"13002",19947,"Fresno europeo","08/08/2011 09:16","Alto (> 8 mts)",180,"Grande",-68.83356,-32.86369,4,"Cuarta Oeste",1173333,0
"13003",19948,"Morera","08/08/2011 09:13","Medio (4 - 8 mts)",122,"Grande",-68.83361,-32.86369,4,"Cuarta Oeste",1173333,1
"13004",19949,"Morera","05/08/2011 10:15","Alto (> 8 mts)",165,"Grande",-68.83376,-32.86374,4,"Cuarta Oeste",1173333,0
"13005",19950,"Morera","05/08/2011 10:13","Alto (> 8 mts)",170,"Grande",-68.83379,-32.86385,4,"Cuarta Oeste",1173333,0
"13006",19951,"Morera","05/08/2011 10:11","Alto (> 8 mts)",185,"Grande",-68.8338,-32.86392,4,"Cuarta Oeste",1173333,0
"13007",19954,"Morera","05/08/2011 10:06","Alto (> 8 mts)",165,"Grande",-68.83384,-32.86414,4,"Cuarta Oeste",1173333,0
"13010",19958,"Morera","05/08/2011 09:50","Medio (4 - 8 mts)",73,"Grande",-68.83392,-32.86444,4,"Cuarta Oeste",1173333,1
"13011",19959,"Morera","05/08/2011 09:47","Medio (4 - 8 mts)",73,"Grande",-68.83394,-32.86451,4,"Cuarta Oeste",1173333,0
"13013",19961,"Morera","05/08/2011 09:37","Alto (> 8 mts)",144,"Grande",-68.83387,-32.86465,4,"Cuarta Oeste",1173333,1
"13014",19963,"Morera","05/08/2011 09:30","Medio (4 - 8 mts)",115,"Grande",-68.83372,-32.86465,4,"Cuarta Oeste",1173333,1
"13016",19965,"Morera","05/08/2011 09:23","Alto (> 8 mts)",158,"Grande",-68.83356,-32.86463,4,"Cuarta Oeste",1173333,0
"13017",19966,"Morera","05/08/2011 09:21","Alto (> 8 mts)",103,"Grande",-68.83351,-32.86463,4,"Cuarta Oeste",1173333,1
"13018",19967,"Morera","05/08/2011 09:16","Alto (> 8 mts)",165,"Grande",-68.83336,-32.86462,4,"Cuarta Oeste",1173333,1
"13019",19969,"Morera","05/08/2011 09:04","Medio (4 - 8 mts)",111,"Grande",-68.83322,-32.86462,4,"Cuarta Oeste",1173333,1
"13020",19970,"Prunas","05/08/2011 09:02","Bajo (2 - 4 mts)",35,"Mediano",-68.83312,-32.86461,4,"Cuarta Oeste",1173333,0
"13021",19971,"Acacia visco","05/08/2011 08:59","Alto (> 8 mts)",105,"Grande",-68.83302,-32.8646,4,"Cuarta Oeste",1173333,0
"13022",19972,"Paraiso","05/08/2011 08:56","Alto (> 8 mts)",93,"Grande",-68.83294,-32.8646,4,"Cuarta Oeste",1173333,1
"13023",19973,"Morera","05/08/2011 08:54","Alto (> 8 mts)",170,"Grande",-68.83289,-32.8646,4,"Cuarta Oeste",1173333,1
"13024",19974,"Morera","05/08/2011 08:53","Alto (> 8 mts)",180,"Grande",-68.83284,-32.8646,4,"Cuarta Oeste",1173333,0
"13025",19976,"Fresno europeo","05/08/2011 08:47","Medio (4 - 8 mts)",210,"Grande",-68.83259,-32.8645,4,"Cuarta Oeste",1173333,0
"13029",19981,"Fresno europeo","05/08/2011 08:39","Alto (> 8 mts)",165,"Grande",-68.83255,-32.86388,4,"Cuarta Oeste",1173333,0
"13030",19982,"Fresno europeo","05/08/2011 08:34","Alto (> 8 mts)",128,"Grande",-68.83256,-32.86382,4,"Cuarta Oeste",1173333,0
"13031",19983,"Fresno europeo","05/08/2011 08:33","Alto (> 8 mts)",128,"Grande",-68.83256,-32.86376,4,"Cuarta Oeste",1173333,0
"13032",19984,"Fresno europeo","05/08/2011 08:31","Medio (4 - 8 mts)",35,"Mediano",-68.83257,-32.8637,4,"Cuarta Oeste",1173333,0
"13033",19985,"Morera","16/08/2011 10:47","Alto (> 8 mts)",180,"Grande",-68.8348,-32.86796,4,"Cuarta Oeste",1173333,0
"13034",19986,"Morera","16/08/2011 10:46","Alto (> 8 mts)",175,"Grande",-68.83478,-32.86789,4,"Cuarta Oeste",1173333,0
"13035",19988,"Morera","16/08/2011 10:40","Alto (> 8 mts)",152,"Grande",-68.83473,-32.86767,4,"Cuarta Oeste",1173333,0
"13036",19990,"Morera","16/08/2011 10:37","Alto (> 8 mts)",170,"Grande",-68.83469,-32.86749,4,"Cuarta Oeste",1173333,0
"13037",19993,"Morera","16/08/2011 07:38","Alto (> 8 mts)",158,"Grande",-68.83461,-32.86722,4,"Cuarta Oeste",1173333,1
"13040",19999,"Morera","11/08/2011 10:51","Alto (> 8 mts)",133,"Grande",-68.83448,-32.86672,4,"Cuarta Oeste",1173333,1
"13041",20000,"Morera","11/08/2011 10:46","Alto (> 8 mts)",90,"Grande",-68.83446,-32.86663,4,"Cuarta Oeste",1173333,1
"13042",20003,"Fresno europeo","11/08/2011 10:35","Alto (> 8 mts)",185,"Grande",-68.83426,-32.86651,4,"Cuarta Oeste",1173333,0
"13044",20005,"Pltano","11/08/2011 10:18","Alto (> 8 mts)",200,"Grande",-68.83404,-32.86655,4,"Cuarta Oeste",1173333,0
"13045",20006,"Pltano","11/08/2011 10:15","Alto (> 8 mts)",155,"Grande",-68.8339,-32.86657,4,"Cuarta Oeste",1173333,0
"13046",20008,"Morera","11/08/2011 10:04","Medio (4 - 8 mts)",60,"Mediano",-68.8336,-32.86662,4,"Cuarta Oeste",1173333,1
"13048",20011,"lamo criollo","11/08/2011 09:50","Alto (> 8 mts)",250,"Grande",-68.83331,-32.86668,4,"Cuarta Oeste",1173333,0
"13049",20012,"Fresno americano","11/08/2011 09:48","Alto (> 8 mts)",122,"Grande",-68.83324,-32.86682,4,"Cuarta Oeste",1173333,0
"13050",20013,"Fresno americano","11/08/2011 09:46","Alto (> 8 mts)",117,"Grande",-68.83326,-32.86691,4,"Cuarta Oeste",1173333,0
"13051",20014,"Fresno americano","11/08/2011 09:44","Alto (> 8 mts)",200,"Grande",-68.83328,-32.86697,4,"Cuarta Oeste",1173333,0
"13052",20015,"Fresno americano","11/08/2011 09:39","Medio (4 - 8 mts)",160,"Grande",-68.83332,-32.86712,4,"Cuarta Oeste",1173333,0
"13054",20018,"Fresno americano","11/08/2011 09:26","Medio (4 - 8 mts)",125,"Grande",-68.83339,-32.86738,4,"Cuarta Oeste",1173333,0
"13055",20021,"Fresno americano","11/08/2011 09:10","Medio (4 - 8 mts)",128,"Grande",-68.83353,-32.86788,4,"Cuarta Oeste",1173333,0
"13056",20022,"Fresno americano","11/08/2011 09:08","Alto (> 8 mts)",170,"Grande",-68.83355,-32.86793,4,"Cuarta Oeste",1173333,0
"13057",20023,"Fresno americano","11/08/2011 09:03","Alto (> 8 mts)",128,"Grande",-68.83359,-32.8681,4,"Cuarta Oeste",1173333,0
"13058",20024,"Fresno americano","11/08/2011 09:02","Alto (> 8 mts)",180,"Grande",-68.8336,-32.86815,4,"Cuarta Oeste",1173333,0
"13059",20025,"Morera","11/08/2011 09:00","Alto (> 8 mts)",170,"Grande",-68.83369,-32.86819,4,"Cuarta Oeste",1173333,1
"13060",20027,"Pltano","11/08/2011 08:55","Alto (> 8 mts)",250,"Grande",-68.83383,-32.86817,4,"Cuarta Oeste",1173333,0
"13062",20029,"Pltano","10/08/2011 12:30","Alto (> 8 mts)",185,"Grande",-68.83404,-32.86813,4,"Cuarta Oeste",1173333,0
"13063",20030,"Pltano","10/08/2011 12:29","Alto (> 8 mts)",185,"Grande",-68.83413,-32.86811,4,"Cuarta Oeste",1173333,0
"13065",20033,"Morera","10/08/2011 12:25","Alto (> 8 mts)",135,"Grande",-68.83443,-32.86806,4,"Cuarta Oeste",1173333,1
"13066",20034,"Morera","10/08/2011 12:20","Medio (4 - 8 mts)",40,"Mediano",-68.83452,-32.86805,4,"Cuarta Oeste",1173333,0
"13067",20036,"Morera","10/08/2011 12:17","Medio (4 - 8 mts)",54,"Mediano",-68.83468,-32.86802,4,"Cuarta Oeste",1173333,0
"13070",20042,"Pltano","09/08/2011 11:04","Alto (> 8 mts)",250,"Grande",-68.83306,-32.86475,4,"Cuarta Oeste",1173333,0
"13071",20044,"Fresno europeo","09/08/2011 10:51","Medio (4 - 8 mts)",85,"Grande",-68.83327,-32.86475,4,"Cuarta Oeste",1173333,1
"13072",20045,"Olmo comun","09/08/2011 10:49","Medio (4 - 8 mts)",95,"Grande",-68.83332,-32.86475,4,"Cuarta Oeste",1173333,0
"13073",20048,"Tipa","09/08/2011 10:23","Alto (> 8 mts)",280,"Grande",-68.83359,-32.86477,4,"Cuarta Oeste",1173333,0
"13074",20051,"Morera","09/08/2011 10:16","Medio (4 - 8 mts)",60,"Mediano",-68.83391,-32.86478,4,"Cuarta Oeste",1173333,0
"13075",20053,"Morera","09/08/2011 10:13","Alto (> 8 mts)",160,"Grande",-68.834,-32.86486,4,"Cuarta Oeste",1173333,0
"13076",20054,"Morera","09/08/2011 10:09","Alto (> 8 mts)",190,"Grande",-68.83401,-32.86491,4,"Cuarta Oeste",1173333,0
"13077",20055,"Morera","09/08/2011 10:05","Alto (> 8 mts)",115,"Grande",-68.83404,-32.865,4,"Cuarta Oeste",1173333,0
"13078",20056,"Acacia SP","09/08/2011 10:03","Bajo (2 - 4 mts)",41,"Mediano",-68.83405,-32.86507,4,"Cuarta Oeste",1173333,0
"13079",20057,"Acacia SP","09/08/2011 10:02","Bajo (2 - 4 mts)",25,"Mediano",-68.83407,-32.8651,4,"Cuarta Oeste",1173333,0
"13080",20058,"Morera","09/08/2011 10:00","Alto (> 8 mts)",150,"Grande",-68.83407,-32.86514,4,"Cuarta Oeste",1173333,1
"13081",20059,"Paraiso","09/08/2011 09:59","Medio (4 - 8 mts)",108,"Grande",-68.8341,-32.86524,4,"Cuarta Oeste",1173333,0
"13083",20061,"Paraiso","09/08/2011 09:49","Medio (4 - 8 mts)",73,"Grande",-68.83413,-32.86538,4,"Cuarta Oeste",1173333,1
"13084",20063,"Morera","09/08/2011 09:40","Medio (4 - 8 mts)",57,"Mediano",-68.83416,-32.86554,4,"Cuarta Oeste",1173333,0
"13085",20064,"Morera","09/08/2011 09:39","Alto (> 8 mts)",107,"Grande",-68.83418,-32.86558,4,"Cuarta Oeste",1173333,1
"13086",20065,"Morera","09/08/2011 09:37","Alto (> 8 mts)",165,"Grande",-68.83419,-32.86564,4,"Cuarta Oeste",1173333,0
"13087",20066,"Morera","15/08/2011 13:55","Alto (> 8 mts)",122,"Grande",-68.83413,-32.8657,4,"Cuarta Oeste",1173333,0
"13088",20067,"Morera","15/08/2011 13:52","Alto (> 8 mts)",108,"Grande",-68.83406,-32.86571,4,"Cuarta Oeste",1173333,1
"13089",20068,"Morera","15/08/2011 13:50","Alto (> 8 mts)",145,"Grande",-68.83387,-32.86568,4,"Cuarta Oeste",1173333,0
"13090",20069,"Morera","15/08/2011 13:49","Alto (> 8 mts)",155,"Grande",-68.83379,-32.86568,4,"Cuarta Oeste",1173333,0
"13092",20073,"Paraiso","15/08/2011 13:43","Bajo (2 - 4 mts)",46,"Mediano",-68.83337,-32.86562,4,"Cuarta Oeste",1173333,0
"13094",20075,"Olmo comun","15/08/2011 13:24","Medio (4 - 8 mts)",112,"Grande",-68.83306,-32.86558,4,"Cuarta Oeste",1173333,0
"13095",20076,"Olmo comun","15/08/2011 13:22","Medio (4 - 8 mts)",118,"Grande",-68.833,-32.86557,4,"Cuarta Oeste",1173333,0
"13096",20077,"Paraiso","15/08/2011 09:24","Medio (4 - 8 mts)",180,"Grande",-68.83292,-32.86552,4,"Cuarta Oeste",1173333,0
"13097",20078,"Olmo comun","15/08/2011 09:21","Medio (4 - 8 mts)",120,"Grande",-68.83288,-32.86539,4,"Cuarta Oeste",1173333,0
"13098",20080,"Morera","15/08/2011 09:10","Alto (> 8 mts)",180,"Grande",-68.83282,-32.8652,4,"Cuarta Oeste",1173333,1
"13099",20081,"Morera","15/08/2011 09:08","Alto (> 8 mts)",250,"Grande",-68.8328,-32.86512,4,"Cuarta Oeste",1173333,0
"13101",20083,"Fresno europeo","15/08/2011 09:05","Alto (> 8 mts)",210,"Grande",-68.83273,-32.86491,4,"Cuarta Oeste",1173333,0
"13103",20086,"Morera","10/08/2011 11:30","Alto (> 8 mts)",180,"Grande",-68.83432,-32.8661,4,"Cuarta Oeste",1173333,0
"13104",20088,"Morera","10/08/2011 11:27","Bajo (2 - 4 mts)",14,"Chico",-68.83429,-32.86597,4,"Cuarta Oeste",1173333,0
"13105",20089,"Caducifolio","10/08/2011 11:23","Bajo (2 - 4 mts)",33,"Mediano",-68.83427,-32.86592,4,"Cuarta Oeste",1173333,0
"13106",20090,"Morera","10/08/2011 11:21","Alto (> 8 mts)",185,"Grande",-68.83426,-32.86588,4,"Cuarta Oeste",1173333,1
"13107",20091,"Paraiso","10/08/2011 11:20","Alto (> 8 mts)",113,"Grande",-68.83418,-32.86585,4,"Cuarta Oeste",1173333,1
"13108",20094,"Fresno europeo","10/08/2011 11:12","Muy bajo (1 - 2 mts)",5,"Chico",-68.83387,-32.86581,4,"Cuarta Oeste",1173333,0
"13109",20095,"Fresno europeo","10/08/2011 11:08","Muy bajo (1 - 2 mts)",10,"Chico",-68.83381,-32.86581,4,"Cuarta Oeste",1173333,0
"13110",20100,"Olmo comun","10/08/2011 10:49","Medio (4 - 8 mts)",125,"Grande",-68.83315,-32.86572,4,"Cuarta Oeste",1173333,0
"13111",20101,"Paraiso","10/08/2011 10:47","Bajo (2 - 4 mts)",22,"Mediano",-68.83309,-32.86571,4,"Cuarta Oeste",1173333,0
"13112",20102,"Olmo comun","10/08/2011 10:46","Medio (4 - 8 mts)",120,"Grande",-68.83304,-32.86571,4,"Cuarta Oeste",1173333,0
